pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,st_vsin,sy_dist
HAT-P-61 b,HAT-P-61,1.90231289,7.7e-07,-7.7e-07,0.0301,10.07687365,0.30264248,-0.30264248,335.9446262,22.24798849,-22.24798849,1.8,0.2,-0.2,1505.0,16.0,-16.0,0.113,,,849.5,35.2,-35.2,,5587.0,0.938,1.004,0.194,2.6,,338.84
TOI-712 c,TOI-712,51.69906,0.00017,-0.00017,0.2447,2.701,0.092,-0.082,7.76,,,2.16,,,369.9,3.4,-3.4,0.089,0.083,-0.056,3.08,0.12,-0.12,K4.5 V,4622.0,0.674,0.732,-0.02,0.83,,58.6212
Kepler-348 c,Kepler-348,17.265427,0.000179,-0.000179,0.138,1.33,0.25,-0.25,2.33,,,5.44,,,888.0,,,0.0,,,133.259,4.627,-4.458,,6177.0,1.359,1.189,-0.03,2.29,,570.783
Kepler-1200 b,Kepler-1200,1.118549717,3.12e-06,-3.12e-06,0.0188,1.06,0.06,-0.08,1.2,,,5.54,,,1174.0,,,0.0,,,544.534,28.288,-26.772,,4612.0,0.7,0.74,0.04,3.02,,588.715
HD 204941 b,HD 204941,1733.0,74.0,-74.0,2.55,10.1,,,73.1009,9.5349,-9.5349,0.39,,,,,,0.37,0.08,-0.08,,,,K1/2V,5026.0,0.78,0.58,-0.19,6.67,,28.7165
TOI-1130 c,TOI-1130,8.3501898,9.38e-05,-1e-06,0.0731,13.0,0.4,-0.4,336.0,2.0,-5.0,0.827042,0.055136,-0.110272,650.0,18.0,-18.0,0.0398,0.0009,-0.0002,30.0,2.13,-2.13,K6-K7,4360.0,0.697,0.745,0.11,5.4,2.5,58.2609
TOI-1516 b,TOI-1516,2.056014,2e-06,-2e-06,,15.24421375,0.33626942,-0.33626942,1004.33776612,38.13940884,-38.13940884,1.56,,,1839.0,,,,,,1899.83,,,F8 V,6520.0,1.14,1.14,-0.05,4.82,11.8,247.054
HD 101581 b,HIP 56998,4.46569,0.00029,-0.00032,0.046,0.956,0.061,-0.063,0.827,,,5.2,,,834.0,23.0,-23.0,,,,80.0,9.0,-8.0,K4/5V,4675.0,0.63,0.653,-0.343,6.88,2.47,12.7781
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,,,3.5,14.2,,,130.0,20.0,-20.0,0.249,,,,,,,,,,,,,,,0.56,,,,5200.0
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,,,,1.81,2.23,,,5.59,3.57,-2.83,2.77,,,,,,,,,,,,,,,0.34,,,,5400.0
Kepler-698 b,Kepler-698,16.32976218,3.512e-05,-3.512e-05,0.1255,3.68,0.45,-0.45,13.1,,,1.44,,,727.0,,,0.0,,,172.557,20.374,-17.768,,5612.0,0.91,0.94,-0.03,4.27,,1995.57
WASP-121 b,WASP-121,1.27492504,1.5e-07,-1.5e-07,0.02571,19.52604438,0.06725388,-0.06725388,371.85923619,13.6666215,-13.6666215,0.275,0.01,-0.01,2409.0,24.0,-24.0,0.0,,,6216.41,,,F6 V,6628.0,1.461,1.33,0.17,1.11,13.5,269.898
GJ 536 c,GJ 536,32.761,0.015,-0.015,0.1617,2.3,,,5.89,0.7,-0.7,2.66,,,290.5,9.5,-9.5,0.0,,,1.692,0.069,-0.069,M1 V,3641.0,0.529,0.528,-0.08,4.2,1.2,10.4092
TOI-663 b,TOI-663,2.598902,3.2e-06,-3e-06,0.0295,2.27,0.1,-0.09,4.45,0.63,-0.66,2.07,0.42,-0.38,674.0,30.0,-30.0,,,,49.1,9.3,-8.1,M1 V,3681.0,0.512,0.514,0.07,,,64.2308
TOI-1259 A b,TOI-1259 A,3.477978,1.9e-06,-1.7e-06,0.0407,11.45557828,0.33626942,-0.30264248,140.16232749,15.57359194,-14.93793513,0.513,0.051,-0.048,963.0,21.0,-21.0,0.0,,,153.1389,,,,4775.0,0.711,0.744,-0.5,4.8,,118.106
Qatar-4 b,Qatar-4,1.8053564,,,0.02803,12.722215,1.23299,-1.23299,1938.763,171.6282,-171.6282,5.1,1.0,-1.0,1385.0,48.0,-48.0,0.0,,,614.0,88.0,-88.0,K1 V,5215.0,0.849,0.896,0.103,0.17,7.1,329.036
K2-113 b,K2-113,5.817685,4.1e-05,-4.1e-05,0.0642,12.14,0.35,-0.35,410.0007,41.3179,-44.4962,1.97,0.61,-0.53,1098.0,23.0,-23.0,0.0,,,277.39,,,G,5660.0,1.24,1.04,0.27,5.9,2.06,635.722
TOI-150.01,TOI-150,5.857487,8.9e-05,-9.7e-05,0.07037,14.067295,0.235389,-0.212971,797.7533,38.1396,-38.1396,1.68,0.12,-0.12,1404.5,7.1,-6.5,0.262,0.045,-0.037,750.922,,,F,6255.0,1.526,1.351,0.28,2.346,7.96,336.267
TOI-2107 b,TOI-2107,2.4545467,1.3e-06,-1.3e-06,0.03515,13.57407563,0.39231432,-0.35868738,263.79757781,34.96112477,-34.96112477,0.577,0.093,-0.086,1397.0,20.0,-18.0,0.033,0.038,-0.023,508.468,,,,5627.0,0.932,0.961,0.07,4.0,,236.705
Kepler-1321 b,Kepler-1321,11.12830484,2.043e-05,-2.043e-05,0.0781,4.92,0.6,-0.61,21.5,,,0.992,,,408.0,,,0.0,,,13.547,1.673,-1.509,,4094.0,0.53,0.54,-0.45,4.17,,769.146
HD 10180 h,HD 10180,2205.0,105.9,-105.9,3.381,9.4,,,64.4,4.6,-4.6,0.426,,,,,,0.095,0.086,-0.086,,,,G1 V,5911.0,1.109,1.06,0.08,4.3,3.0,38.9607
HD 7924 b,HD 7924,5.39792,0.00025,-0.00025,0.06,,,,2058.25676373,,,,,,825.9,6.6,-6.5,0.06,0.05,-0.05,113.7,3.7,-3.6,K0.5 V,5131.0,0.78,0.65,-0.21,0.88,1.35,16.9922
HIP 57274 d,HIP 57274,431.7,8.5,-8.5,1.01,14.2,,,167.4,8.0,-8.0,0.321,,,,,,0.27,0.05,-0.05,,,,K4 V,4640.0,0.68,0.73,0.09,7.87,0.5,25.8618
HD 215152 e,HD 215152,25.1967,0.0476,-0.0505,0.15417,,,,975.41538108,,,,,,,,,0.0,,,,,,K3 V,4935.0,0.73,0.77,-0.1,,3.35,21.5974
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,,,,22.3,11.9,,,8581.366989,1271.313628,-985.2680617,28.0,,,,,,,,,,,,WD,,,0.49,,,,1220.0
GJ 328 b,GJ 328,3771.0,17.0,-17.0,4.11,13.3,,,797.74930157,73.10053361,-73.10053361,1.86,,,,,,0.227,0.015,-0.015,,,,M0.0,3897.0,0.63,0.65,-0.06,,,20.5266
HD 16175 b,HD 16175,990.0,20.0,-20.0,2.12,12.8,,,1875.1876013,572.0911326,-317.828407,4.91,,,,,,0.6,0.11,-0.11,,,,G2,5981.0,1.72,1.63,0.3,3.3,4.8,59.859
Kepler-1195 b,Kepler-1195,8.49642241,2.872e-05,-2.872e-05,0.0726,2.08,0.19,-0.17,4.98,,,3.04,,,702.0,,,0.0,,,79.03,6.594,-5.998,,4965.0,0.71,0.74,-0.25,4.47,,918.566
Kepler-739 b,Kepler-739,12.53248465,2.295e-05,-2.295e-05,0.1054,3.32,0.49,-0.29,11.0,,,1.65,,,775.0,,,0.0,,,115.963,10.133,-9.194,,5601.0,0.9,0.93,-0.08,4.27,,1370.65
14 And b,14 And,186.76,0.11,-0.12,0.775,13.1,,,1131.15130051,36.2324384,-38.77506565,2.76,,,,,,0.0,,,,,,K0 III,4888.0,11.55,1.78,-0.21,4.5,2.6,75.4392
K2-146 c,K2-146,4.00498,0.00011,-0.00011,0.0327,2.19,0.07,-0.07,7.49,0.24,-0.24,3.92,0.27,-0.27,,,,0.075,0.016,-0.016,,,,M3.0 V,3385.0,0.33,0.331,-0.02,5.0,2.0,79.3002
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,,,,0.702,1.16,,,1.66,0.18,-0.18,5.84,,,,,,,,,,,,,,,0.1127,,,,911.0
TOI-1248 b,TOI-1248,4.3601561,1.1e-06,-1.1e-06,0.051,6.8084859,0.116716,-0.12027714,27.4,3.6,-3.5,0.47,0.1,-0.12,952.09,13.52,-14.34,0.0,,,202.0739,,,,5205.0,0.8686,0.9042,0.223,5.5,,168.735
Qatar-7 b,Qatar-7,2.032046,9.7e-06,-1.4e-05,0.0352,19.0553,0.33627,-0.33627,597.5204,79.4575,-79.4575,0.502,0.071,-0.071,2053.0,15.0,-15.0,0.0,,,2886.2922,,,F4 V,6387.0,1.564,1.409,0.276,1.69,13.8,705.981
HATS-22 b,HATS-22,4.7228124,5.2e-06,-5.2e-06,0.05025,10.682177,0.538032,-0.325061,870.8542,34.9613,-34.9613,3.89,0.45,-0.45,858.0,24.0,-17.0,0.079,0.026,-0.026,111.299,,,K V,4803.0,0.689,0.759,0.0,,0.5,229.518
TOI-4465 b,TOI-4465,101.94054,0.0004,-0.00036,0.416,14.01122587,0.89671846,-0.78462865,1872.00931723,82.63538582,-82.63538582,3.73,0.53,-0.53,427.0,65.0,-65.0,0.24,0.01,-0.01,130.528,,,G V,5545.0,1.014,0.93,-0.06,,4.13,121.139
TOI-2345 b,TOI-2345,1.0528573,2.5e-06,-2.6e-06,0.01705,1.504,0.047,-0.044,3.49,0.85,-0.85,5.64,1.48,-1.46,1478.0,20.0,-20.0,,,,791.0,43.0,-43.0,K,4687.0,0.729,0.727,-0.1,6.3,2.3,81.6541
TOI-5788 c,TOI-5788,16.213362,2.6e-05,-2.6e-05,0.1197,2.272,0.039,-0.039,6.4,1.2,-1.2,3.032489,0.551362,-0.551362,667.0,,,0.046,0.051,-0.032,49.8,2.0,-2.0,,5615.0,0.87,0.87,-0.32,5.72,2.0,97.614
TOI-5788 b,TOI-5788,6.340758,3e-05,-3e-05,0.064,1.528,0.075,-0.075,3.72,0.94,-0.94,5.734161,1.543812,-1.543812,910.0,,,0.061,0.066,-0.042,175.1,6.7,-6.7,,5615.0,0.87,0.87,-0.32,5.72,2.0,97.614
HAT-P-38 b,HAT-P-38,4.640382,3.2e-05,-3.2e-05,0.0523,9.247,1.031,-0.706,84.857,6.356,-6.356,0.59,0.16,-0.16,1082.0,55.0,-55.0,0.067,0.047,-0.047,243.0337,,,G5,5330.0,0.923,0.886,0.06,10.1,0.4,255.206
HD 106315 b,HD 106315,9.55237,0.00089,-0.00089,0.0907,2.44,0.17,-0.17,12.6,3.2,-3.2,4.7,1.7,-1.7,1153.0,25.0,-25.0,0.093,0.11,-0.068,277.0,20.0,-20.0,F5 V,6327.0,1.296,1.091,-0.311,4.48,12.71,109.353
TOI-1136 g,TOI-1136,39.545,0.002,-0.002,0.229,2.53,0.11,-0.12,5.6,4.1,-3.2,1.9,1.3,-1.3,574.0,5.0,-5.0,0.04,0.01,-0.01,,,,,5770.0,0.968,1.022,0.07,0.7,6.7,84.5362
TOI-5232 b,TOI-5232,4.0966692,6.7e-06,-6.7e-06,0.05593,12.778238,0.57165802,-0.50440413,743.71847238,50.85254512,-50.85254512,1.96,0.28,-0.27,1772.0,40.0,-45.0,0.035,0.034,-0.024,1193.86,,,,6500.0,1.785,1.389,-0.104,2.37,9.39,609.388
TOI-912 b,TOI-912,4.6780691,1.7e-06,-1.7e-06,0.041,1.93,0.13,-0.13,5.1,0.5,-0.5,4.0,0.9,-0.9,551.0,27.0,-27.0,0.58,0.02,-0.02,15.0,3.0,-3.0,M3,3572.0,0.419,0.418,-0.19,0.8,,26.1072
V1298 Tau e,V1298 Tau,48.677714,5.3e-05,-5.3e-05,0.2689,10.17,0.75,-0.75,15.3,4.2,-4.2,0.08,0.03,-0.03,527.0,20.0,-20.0,0.0124,,,10.0,6.0,-6.0,K1,4970.0,1.32,1.1,0.1,0.02,24.77,108.199
V1298 Tau c,V1298 Tau,8.249164,3e-06,-3e-06,0.0824,5.08,0.37,-0.37,4.7,0.6,-0.6,0.2,0.05,-0.05,953.0,36.0,-36.0,0.0094,,,146.0,20.0,-20.0,K1,4970.0,1.32,1.1,0.1,0.02,24.77,108.199
LP 791-18 c,LP 791-18,4.98991,1.2e-06,-1.4e-06,0.02961,2.488,0.096,-0.096,7.16,0.65,-0.65,2.56,0.38,-0.38,324.4,2.0,-1.9,0.0001,0.0001,-0.0001,2.637,0.066,-0.062,M(6.1 +/- 0.7) V,2960.0,0.182,0.139,-0.09,0.5,2.0,26.4927
Kepler-1914 b,Kepler-1914,30.82789993,,,0.1954,2.9429803,,,8.97,,,1.93,,,585.0,,,0.0,,,27.66,23.77,-9.06,,5982.0,0.96,1.047,-0.04,,,1621.56
Kepler-224 c,Kepler-224,5.925003,1e-05,-1e-05,0.058,3.12,0.26,-0.26,9.91,,,1.79,,,758.0,,,0.0,,,86.332,5.241,-4.901,,5018.0,0.676,0.777,-0.06,2.29,,782.088
HAT-P-64 b,HAT-P-64,4.007232,1.7e-06,-1.7e-06,0.05387,19.08889413,0.78462865,-0.78462865,184.34047606,57.20911326,-41.31769291,0.144,0.046,-0.035,1766.0,22.0,-16.0,0.101,,,1611.0,78.0,-59.0,,6457.0,1.735,1.298,-0.113,2.88,,651.897
TOI-1768.01,TOI-1768,7.337703649,2.1404e-05,-2.2443e-05,0.076381,3.453,0.423,-0.287,11.8,,,1.57,,,1566.0,,,,,,240.87,39.77,-33.64,,5994.0,1.1,1.1,,,,157.597
HATS-40 b,HATS-40,3.2642736,5.8e-06,-5.8e-06,0.04997,17.71022,1.79344,-1.34508,505.3497,76.2792,-76.2792,0.49,0.13,-0.13,2101.0,69.0,-69.0,0.312,,,3163.3762,,,,6460.0,2.26,1.561,0.01,2.07,9.52,1342.29
HD 28109 c,HD 28109,55.99712,0.00034,-0.00037,0.308,4.13,0.16,-0.14,9.2,2.0,-2.0,0.7,0.2,-0.2,643.0,12.0,-12.0,0.0039,0.0041,-0.0037,29.9535,,,F8,6189.0,1.425,1.227,0.1,3.2,8.0,139.611
BD+45 564 b,BD+45 564,307.88,1.47,-1.47,0.83,13.6,,,432.24663352,38.13940884,-38.13940884,0.944,,,,,,0.12,0.06,-0.06,,,,K1,5004.0,0.813064,0.81,-0.09,,2.0,53.622
Kepler-911 b,Kepler-911,20.310501,5.659e-05,-5.659e-05,0.15594,2.6,0.1,-0.1,7.27,,,2.27,,,931.0,,,0.0,,,198.725,6.801,-6.552,,6112.0,1.99,1.34,0.03,3.55,,556.168
HD 102329 c,HD 102329,1123.0,79.0,-53.0,,13.5,,,483.1016,95.349,-79.4575,1.08,,,,,,0.209,0.231,-0.202,,,,K0 III,4830.0,6.3,1.3,0.3,1.6,2.6,217.107
TOI-5803 b,TOI-5803,5.38305,0.000207,-0.0002,,3.2732,0.1251,-0.1194,10.7,,,1.68,,,678.87,,,,,,73.722,,,,5134.0,0.7625,0.87,,,,84.0126
TOI-1749 c,TOI-1749,4.4929,0.0038,-0.0027,0.0443,2.12,0.12,-0.12,14.0,,,,,,673.0,15.0,-15.0,0.019,,,36.1539,,,M0 V,3985.0,0.55,0.58,-0.26,0.8,,99.5561
TOI-431 b,TOI-431,0.490047,1e-05,-7e-06,0.0113,1.28,0.04,-0.04,3.07,0.35,-0.35,8.0,1.0,-1.0,1862.0,42.0,-42.0,0.0,,,2120.4475,,,,4850.0,0.731,0.78,0.2,,2.5,32.5686
Kepler-795 b,Kepler-795,29.6193421,0.0001144,-0.0001144,0.1803,1.68,0.18,-0.13,3.46,,,4.01,,,580.0,,,0.0,,,28.9,2.0,-2.0,,5631.0,0.96,0.94,-0.02,6.46,,492.122
TOI-2158 b,TOI-2158,8.60077,3e-05,-3e-05,0.075,10.76062147,0.13450777,-0.13450777,260.61929374,25.42627256,-25.42627256,1.14,0.12,-0.12,1188.0,10.0,-10.0,0.07,,,81.4989,,,,5673.0,1.41,1.12,0.47,8.0,3.7,198.473
TOI-3288 b,TOI-3288,1.4338635,4e-07,-4e-07,0.0215,11.2089807,0.33626942,-0.33626942,670.61793877,25.42627256,-25.42627256,2.6,0.3,-0.2,1059.0,21.0,-21.0,0.0,,,239.0,7.0,-7.0,K9 V,3933.0,0.67,0.64,0.27,,,200.5
WASP-80 b,WASP-80,3.06785234,8.3e-07,-7.9e-07,0.0344,11.197791,0.33627,-0.347479,170.99254,11.12405,-11.44188,0.717,0.039,-0.032,825.0,19.0,-19.0,0.002,0.01,-0.002,72.442,,,K7-M0 V,4143.0,0.586,0.577,-0.13,7.0,1.27,49.7876
Kepler-163 b,Kepler-163,7.810937,0.000107,-0.000107,0.078,1.05,0.44,-0.44,1.16,,,5.51,,,906.0,,,0.0,,,115.612,4.449,-4.274,,5776.0,0.917,0.882,0.1412,4.27,,689.814
Kepler-1987 c,Kepler-1987,3.64830183,1.621e-05,-1.621e-05,0.0427,1.33,0.12,-0.09,2.33,,,5.44,,,860.0,,,0.0,,,129.44,49.47,-32.5,,4769.0,0.714,0.799,0.12,,,595.683
Kepler-668 b,Kepler-668,8.35390639,1.695e-05,-1.695e-05,0.0768,2.7,0.23,-0.18,7.75,,,2.16,,,790.0,,,0.0,,,77.619,4.241,-3.989,,5352.0,0.82,0.87,-0.06,3.89,,784.618
HD 219666 b,HD 219666,6.034468,4e-06,-4e-06,0.06356,4.898,0.06,-0.06,17.6,1.2,-1.2,0.87,0.12,-0.11,1076.0,22.0,-22.0,0.05,0.04,-0.04,64.2648,,,G5 V,5540.0,1.059,1.02,0.04,10.0,2.2,94.1719
TOI-283 b,TOI-283,17.61745,2e-05,-1e-05,0.123,2.34,0.09,-0.09,6.54,2.04,-2.04,2.81,0.93,-0.93,661.0,9.0,-9.0,0.0,,,30.4,2.5,-2.5,K,5213.0,0.85,0.8,-0.09,10.4,,82.7013
TOI-2046 b,TOI-2046,1.4971842,3.1e-06,-3.3e-06,,16.14093221,1.23298788,-1.23298788,731.0053361,88.99195396,-88.99195396,0.955,,,1828.82,,,,,,2643.655,,,F8 V,6250.0,1.21,1.13,-0.06,0.45,9.8,289.668
TOI-2459 b,TOI-2459,19.104718,2.3e-05,-2.4e-05,,2.9531,0.0916,-0.0658,9.03,,,1.93,,,445.01,,,,,,8.5187,,,,4195.0,0.6751,0.66,,,,36.6113
Kepler-989 b,Kepler-989,7.964315352,9.617e-06,-9.617e-06,0.0734,2.21,0.14,-0.13,5.52,,,2.81,,,805.0,,,0.0,,,74.35,1.887,-1.841,,5074.0,0.78,0.82,0.01,4.68,,491.978
HD 109833 b,HD 109833,9.188526,2.6e-05,-2.6e-05,,2.888,0.152,-0.127,8.69,,,1.98,,,786.0,,,0.18,0.24,-0.12,63.4589,,,,5881.0,1.0,1.08,-0.07,0.027,10.5,79.5561
TOI-1758 b,TOI-1758,20.705074685,3.6572e-05,-3.4099e-05,0.141409,3.62,0.337,-0.269,6.9,6.2,-6.3,0.83,0.75,-0.83,551.44,8.9,-8.3,0.0,,,21.05,3.99,-3.4,,5169.0,0.81,0.88,-0.02,7.5,,96.6215
HATS-51 b,HATS-51,3.3488702,3.9e-06,-3.9e-06,0.04639,15.80469,2.12971,-2.12971,244.09344,14.30235,-14.30235,0.34,0.16,-0.11,1553.0,92.0,-92.0,0.33,,,740.2246,,,,5758.0,1.44,1.187,,4.74,3.98,389.57
HR 858 d,HR 858,11.230511,4.3e-05,-4.5e-05,0.1046,2.001,0.063,-0.064,7.1,1.6,-1.6,4.9,1.2,-1.1,1061.0,15.0,-16.0,0.0,,,217.0,13.0,-12.0,F6 V,6354.0,1.258,1.204,0.025,2.0,7.5,31.964
Kepler-1446 b,Kepler-1446,0.689967832,4.95e-07,-4.95e-07,0.01405,0.82,0.04,-0.02,0.477,,,4.75,,,1539.0,,,0.0,,,1213.333,18.961,-18.71,,4865.0,0.75,0.81,0.11,2.63,,152.075
Kepler-956 b,Kepler-956,5.248672631,3.121e-06,-3.121e-06,0.06017,3.0,0.78,-0.38,9.27,,,1.89,,,1056.0,,,0.0,,,307.058,7.425,-7.286,,6040.0,1.15,1.1,0.02,3.47,,544.939
Kepler-102 c,Kepler-102,7.071392,2.2e-05,-2.2e-05,0.06702,0.567,0.028,-0.028,1.7,,,52.0,,,777.0,18.0,-18.0,0.094,,,61.0,6.1,-6.1,,4909.0,0.724,0.803,0.11,1.1,0.5,107.796
TOI-3493 b,TOI-3493,8.1594667,1.6e-06,-1.7e-06,,3.22,0.08,-0.08,8.97,1.17,-1.2,1.47,0.23,-0.22,1102.0,20.0,-14.0,,,,245.0,18.0,-13.0,G1/2 V,5844.0,1.228,1.023,0.03,7.3,2.2,96.7224
Wolf 327 b,Wolf 327,0.5734745,3e-07,-3e-07,0.01,1.24,0.06,-0.06,2.53,0.46,-0.46,7.24,1.66,-1.66,996.0,22.0,-22.0,0.0,,,233.9,18.3,-18.3,M2.5 V,3542.0,0.406,0.405,-0.17,4.1,2.0,28.5321
K2-414 b,K2-414,4.3696,0.0001,-0.0001,0.0487,1.219,0.1004,-0.0731,1.98,,,6.01,,,,,,,,,72.113,,,,4343.0,0.732,0.814,-0.102,,,260.036
HATS-74 A b,HATS-74 A,1.73185606,5.5e-07,-5.5e-07,0.02384,11.56766808,0.23538859,-0.23538859,464.02947422,44.49597698,-44.49597698,1.64,0.19,-0.19,895.1,5.7,-5.7,0.044,,,106.9,2.709,-2.709,,3776.9,0.5758,0.601,0.514,11.0,,299.389
TOI-880 c,TOI-880,6.3872703,6.9e-06,-7.3e-06,0.0635,4.95,0.2,-0.2,21.7,,,0.983,,,805.0,25.0,-23.0,,,,73.9967,,,K,5050.0,0.83,0.87,0.23,5.2,1.57,60.6679
TOI-1278 b,TOI-1278,14.47567,0.00021,-0.00021,0.095,12.21778896,2.69015537,-2.24179614,5879.8255295,158.9142035,-158.9142035,18.0,14.0,-8.0,407.87,,,0.013,0.004,-0.004,6.5402,,,M0 V,3799.0,0.573,0.54,-0.01,,1.1,75.5759
WASP-95 b,WASP-95,2.18467,1e-06,-1e-06,0.03416,13.78707,1.00881,-1.00881,457.6752,88.9924,-88.9924,0.84,0.15,-0.12,1570.0,50.0,-50.0,0.0,,,1362.1381,,,G2,5830.0,1.23,1.46,0.14,2.4,3.1,137.544
WASP-97 b,WASP-97,2.07276,1e-06,-1e-06,0.03303,12.77826,0.67254,-0.67254,432.2488,60.3877,-60.3877,1.21,0.15,-0.15,1555.0,40.0,-40.0,0.0,,,1414.87,,,G5,5640.0,1.08,1.18,0.23,4.8,1.1,151.068
TOI-2096 b,TOI-2096,3.1190633,1e-05,-9.3e-06,0.025,1.243,0.077,-0.072,2.08,,,5.95,,,445.0,13.0,-13.0,0.15,0.27,-0.12,9.4,0.2,-0.2,M4,3300.0,0.235,0.231,-0.03,4.0,,48.4809
Kepler-98 b,Kepler-98,1.54168,,,0.02614,1.99,0.22,-0.22,3.55,1.6,-1.6,2.18,1.21,-1.21,1592.0,,,0.0,,,1107.389,25.883,-25.258,,5539.0,1.11,0.99,0.18,2.79,0.5,350.315
Kepler-238 b,Kepler-238,2.090876,2e-05,-2e-05,0.034,1.73,0.4,-0.4,3305.02,,,526.0,698.0,-272.0,1642.0,,,0.0,,,2500.588,231.349,-207.679,,5751.0,1.43,1.229,0.34,4.79,,1798.75
Kepler-67 b,Kepler-67,15.7259,0.00011,-0.00011,0.1171,2.94,0.16,-0.16,8.96,,,1.94,,,602.0,,,0.0,,,30.6,4.4,-4.4,G9 V,5331.0,0.778,0.865,-0.2,1.0,,1131.19
WASP-46 b,WASP-46,1.43036763,9.3e-07,-9.3e-07,0.02335,13.159366,0.414733,-0.414733,607.0553,41.3179,-41.3179,1.467,0.069,-0.069,1636.0,44.0,-44.0,0.0,,,1281.2408,,,G6 V,5600.0,0.858,0.828,-0.3,9.6,1.9,375.31
WASP-48 b,WASP-48,2.14363,3e-06,-3e-06,0.03444,16.8135,2.2418,-2.2418,254.264,73.1009,-73.1009,0.415,0.049,-0.049,2035.0,52.0,-52.0,0.0,,,3410.2601,,,,5920.0,1.58,0.88,-0.12,7.9,12.2,454.144
WASP-6 b,WASP-6,3.3610026,6.1e-07,-6.3e-06,0.04217,12.5428494,0.19055267,-0.20176165,148.42586607,7.62788177,-7.31005336,0.440298,0.030503,-0.029176,1167.0,96.0,-96.0,0.054,0.018,-0.015,288.0,47.0,-45.0,,5438.0,0.79,0.854,-0.15,3.2,1.5,197.119
WASP-5 b,WASP-5,1.6284279,2.2e-06,-4.9e-06,0.0267,12.184,0.762,-0.796,502.15,41.32,-31.78,1.64,0.35,-0.21,1706.0,52.0,-48.0,0.038,0.026,-0.018,1559.4762,,,G5,5700.0,1.029,0.96,0.09,5.4,3.5,309.137
XO-3 b,XO-3,3.19152309,1.4e-07,-1.4e-07,0.04815,14.79585452,0.28022452,-0.28022452,4217.58296089,111.23994245,-114.41822652,7.16,0.34,-0.32,1890.0,32.0,-29.0,0.2791,0.0024,-0.0022,1161.72,,,F5V,6970.0,1.523,1.449,-0.159,0.97,18.63,213.053
WASP-99 b,WASP-99,5.75251,4e-05,-4e-05,0.0717,11.43318,0.67254,-0.67254,772.3269,117.5971,-117.5971,2.79,0.4,-0.4,1480.0,40.0,-40.0,0.0,,,828.8268,,,F8,6150.0,1.64,1.21,0.21,3.0,6.8,158.66
K2-222 b,K2-222,15.38857,0.00088,-0.00088,0.1206,2.35,0.08,-0.07,8.7,1.7,-1.7,3.68,0.86,-0.77,871.0,23.0,-23.0,0.16,,,96.0,11.0,-9.7,,5942.0,1.115,0.989,-0.315,7.1,3.1,101.321
CoRoT-2 b,CoRoT-2,1.7429935,1e-06,-1e-06,0.02798,16.432,0.471,-0.493,1102.82,69.92,-69.92,1.47,0.08,-0.074,1521.0,18.0,-18.0,0.0143,0.0077,-0.0076,932.9076,,,,5625.0,0.906,0.96,0.04,2.7,10.87,213.283
HD 114386 b,HD 114386,937.70001,16.0,-16.0,1.73,13.6,,,464.02947422,117.59651059,-69.92224954,1.01,,,,,,0.23,0.03,-0.03,,,,K3 VC,4836.0,0.76,0.6,-0.05,1.4,1.0,27.9243
HD 154345 b,HD 154345,3280.0,29.0,-28.0,4.158,13.7,,,376.9444907,30.19369866,-18.75187601,0.806,,,,,,0.058,0.019,-0.019,,,,G8,5468.0,0.85,0.89,-0.105,9.527,1.2,18.284
HD 190360 b,HD 190360,2892.0,4.0,-3.7,3.963,13.5,,,533.95172376,82.63538582,-50.85254512,1.19,,,150.0,26.0,-27.0,0.3184,0.0065,-0.0063,,,,G,5552.0,1.201,0.991,0.25,11.3,2.2,16.0069
HD 190360 c,HD 190360,17.1173,0.00051,-0.00051,0.1296,5.44,,,25.42627256,15.57359194,-3.49611248,0.868,,,,,,0.165,0.023,-0.024,,,,G,5552.0,1.201,0.991,0.25,11.3,2.2,16.0069
HD 217107 b,HD 217107,7.1270166,4.7e-06,-4.7e-06,0.07359,13.6,,,459.57987652,57.20911326,-21.29450327,1.0,,,,,,0.1284,0.0015,-0.0014,,,,G,5622.0,1.2245,1.045,0.37,11.9,0.0,20.0619
HD 217107 c,HD 217107,5138.7,11.0,-11.0,5.922,12.9,,,1388.91013859,41.31769291,-31.7828407,3.56,,,,,,0.3918,0.0064,-0.0067,,,,G,5622.0,1.2245,1.045,0.37,11.9,0.0,20.0619
TrES-3 b,TrES-3,1.30618581,,,0.02282,14.975,0.347,-0.415,607.03,23.836,-25.425,0.994,0.095,-0.078,1638.0,22.0,-22.0,0.0,,,1025.5022,,,G4 V,5650.0,0.829,0.928,-0.19,0.9,1.5,231.337
