58759.09935211623   -7388.7   5.0     309562   25256  106.3   1.6
58761.99134665553   -7371.4   4.5     273801   22618  111.5   1.4
58762.98247594701   -7399.8   4.3     207013   21660  115.0   1.4
58766.03934601613   -7379.6   4.5     282113   22631  116.1   1.5
58770.12227910489   -7367.4   4.4     295818   22108  111.4   1.5
58771.03858997941   -7389.8   4.4     179102   21952  112.5   1.5
58772.07261437643   -7398.4   4.8     326750   23904  112.5   1.6
58773.01565478789   -7372.8   4.6     241552   23180  111.4   1.6
58787.98473750451   -7399.4   4.2     245202   21398  104.2   1.4
58788.99262533826   -7385.7   4.5     324732   22655  104.5   1.5
58792.06783200451   -7388.4   4.5     158896   22479  114.0   1.5
58793.02585578966   -7382.0   4.5     225339   22478  116.5   1.5
58797.96267929592   -7370.7   4.5     303968   22768  121.8   1.5
60572.07217164116   -7378.0   3.5      36962   17722  111.3   1.2
60575.08502407640   -7392.0   3.7      28585   18373  113.3   1.2
60577.00752666080   -7364.8   3.6      55832   18054  114.7   1.2
60595.99285623478   -7381.7   3.6       -663   18318  109.4   1.3
60597.11549003422   -7369.3   3.8      54787   18933  107.9   1.3
60598.13218317565   -7389.5   3.6      34944   18233  107.1   1.2
60598.98116828827   -7406.3   3.6     -36823   18027  107.2   1.2
60600.04325698351   -7384.3   4.2     132658   20941  110.4   1.4
60603.05788954441   -7408.7   3.7      35716   18615  109.1   1.2
60604.06048811518   -7398.0   3.6      26454   17806  111.4   1.2
60605.05191751651   -7377.0   3.6      10289   17893  111.8   1.2
60608.04487416777   -7404.2   3.7     -18013   18503  116.2   1.3
60609.03570910241   -7379.0   3.1      88150   22682  115.2   1.5
60610.08260163374   -7384.0   4.0       4976   19389  117.0   1.3
60625.89805396646   -7365.9   3.6      56663   18177  110.4   1.2
60627.84269790386   -7401.6   3.6      29686   18243  109.2   1.2
